,Unnamed: 0,Unnamed: 1,Unnamed: 2,Missing values,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
161,a141g,Student questionnaire,Categorical,1,1,1,1,0.06417625,1,1,0.05955637,1,0.06338028,No,No,No,Degree of agreement: I have a good relationship with my classmates
162,a144d,Student questionnaire,Categorical,1,1,1,1,1,1,1,0.06046794,1,0.06484742,No,No,No,Degree of agreement: My classmates leave me out of their conversations
163,a144h,Student questionnaire,Categorical,1,1,1,1,1,1,1,0.06350653,1,0.06748826,No,No,No,Degree of agreement: We help each other in class
164,a160k,Student questionnaire,Categorical,1,1,1,1,1,1,0.06119358,1,0.11196172,1,No,Yes,No,Degree of agreement: I am a good student in English
165,a162k,Student questionnaire,Categorical,1,1,1,1,1,1,0.06149652,1,0.11276756,1,No,Yes,No,Degree of agreement: English is more difficult for me than for my classmates
166,a163k,Student questionnaire,Categorical,1,1,1,1,1,1,0.06119358,1,0.11312012,1,No,Yes,No,Degree of agreement: English is more difficult than other subjects
167,a166f,Student questionnaire,Categorical,1,1,1,1,1,0.0550152,1,1,1,1,No,Yes,No,Degree of agreement: Some classmate treats me badly
168,a166k,Student questionnaire,Categorical,1,1,1,1,1,1,1,0.06350653,1,0.06748826,No,Yes,No,Degree of agreement: I like the work I do in English classes and I find it interesting
169,a171h,Student questionnaire,Categorical,1,1,1,1,0.06417625,1,1,0.05986022,1,0.06455399,No,Yes,No,Degree of agreement: The education I receive is good
170,a177d,Student questionnaire,Categorical,1,1,1,1,1,0.05714286,1,1,1,1,No,Yes,No,Degree of agreement: I would like to change to other class group
171,a211a,Student questionnaire,Categorical,1,1,1,1,1,0.06109422,0.06179945,1,0.1115588,1,No,Yes,No,Degree of agreement: I like to read
172,a222b,Student questionnaire,Categorical,1,1,1,1,1,1,0.06149652,1,0.11196172,1,No,Yes,No,Degree of agreement: I like studying Natural Sciences
173,country_iso_cnac,Student questionnaire,Categorical,1,1,0.09306683,0.14457831,0.14974457,0.06595745,0.10209028,0.10665451,1,1,Yes,Yes,No,Birth country ISO
174,country_iso_nac,Student questionnaire,Categorical,1,1,0.08276077,0.11986407,0.11206897,0.05349544,0.06331415,0.07961106,1,1,Yes,Yes,No,Nationality country ISO
175,Weight,Student questionnaire,Continuous,1,1,0,0,0,0,0,0,1,0.06132629,No,No,No,Weight for the sample observations
176,d1,School principals questionnaire,Categorical,0.09050416,0.07614311,1,1,1,0.07902736,0.08633747,0.07353388,0.13885671,0.08098592,No,No,No,Sex
177,d2n,School principals questionnaire,Continuous,0.09314733,0.07913669,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.14021657,0.08098592,No,No,No,Age
178,d3n,School principals questionnaire,Continuous,0.09916789,0.08512385,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.14021657,0.08098592,No,No,No,Year of teaching experience
179,d4n,School principals questionnaire,Continuous,0.09471366,0.08015064,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.14021657,0.08098592,No,No,No,Years in the school
180,d5n,School principals questionnaire,Continuous,0.1030837,0.08869683,0.06527171,0.10441767,0.12771392,0.07902736,0.10269615,0.07353388,0.14021657,0.08098592,No,No,No,Years of experience as a principal
181,d6n,School principals questionnaire,Continuous,0.09598629,0.08077833,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.13890708,0.08098592,No,No,No,Years of experience as a principal in the school
182,d7n,School principals questionnaire,Continuous,0.13768967,0.1239438,0.24297314,0.25980846,0.15836526,0.07902736,0.09057861,0.07353388,0.13890708,0.08098592,No,No,No,Number of weekly class hours 
183,d8n,School principals questionnaire,Continuous,0.09926579,0.08338564,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.13890708,0.08098592,No,No,No,Principals that the center has had in the last 10 years
184,d9a1,School principals questionnaire,Continuous,0.28076358,0.27352615,0.06527171,0.10441767,0.12771392,0.07902736,0.08633747,0.07353388,1,1,No,No,No,Total number of students
185,d9a2,School principals questionnaire,Continuous,0.26324033,0.25208826,0.08338538,0.10441767,0.12771392,0.07902736,0.12541654,0.07353388,1,1,No,No,No,Total number of groups
186,d9b1,School principals questionnaire,Continuous,0.10744004,0.09202839,0.07526546,0.11368551,0.79501916,0.07902736,0.10269615,0.79945305,1,1,No,No,No,Total number of preschool students
187,d9b2,School principals questionnaire,Continuous,0.11605482,0.10110569,0.21736415,0.29935125,0.79501916,0.21732523,0.25598304,0.79945305,1,1,No,No,No,Total number of preschool groups
188,d9c1,School principals questionnaire,Continuous,0.09603524,0.08217855,0.06527171,0.10441767,0.79501916,0.07902736,0.08633747,0.79945305,1,1,No,No,No,Total number of primary education students
189,d9c2,School principals questionnaire,Continuous,0.11223691,0.09584279,0.17145534,0.26475131,0.79501916,0.2006079,0.1975159,0.79276816,1,1,No,No,No,Total number of primary education groups
190,d9d1,School principals questionnaire,Continuous,0.10499266,0.09859495,0.06527171,1,1,0.07902736,1,1,1,1,No,No,No,Total number of 3rd grade students
191,d9d2,School principals questionnaire,Continuous,0.13817915,0.12529574,0.06527171,1,1,0.07902736,1,1,1,1,No,No,No,Total number of 3rd grade groups
192,d9e1,School principals questionnaire,Continuous,0.11762115,0.09671189,1,0.10441767,1,1,0.08633747,1,1,1,No,No,No,Total number of 6th grade students
193,d9e2,School principals questionnaire,Continuous,0.14307391,0.12022597,1,0.10441767,1,1,0.08633747,1,1,1,No,No,No,Total number of 6th grade groups
194,d9f1,School principals questionnaire,Continuous,0.77376407,0.7650041,0.79544035,0.79610751,0.12771392,0.71550152,0.76128446,0.07353388,1,1,No,No,No,Total number of mandadory secondary education students
195,d9f2,School principals questionnaire,Continuous,0.78179148,0.77243977,0.79544035,0.79610751,0.13888889,0.71550152,0.76128446,0.07353388,1,1,No,No,No,Total number of mandadory secondary education groups
196,d9g1,School principals questionnaire,Continuous,0.99353891,0.99270919,1,1,1,1,1,1,1,1,No,No,No,Total number of students in Qualification Programs
197,d9g2,School principals questionnaire,Continuous,0.99216838,0.9917918,1,1,1,1,1,1,1,1,No,No,No,Total number of groups in Qualification Programs
198,d9h1,School principals questionnaire,Continuous,1,1,1,1,0.12771392,1,1,0.07353388,1,1,No,No,No,Total number of 4th grade of mandatory secondary education students
199,d9h2,School principals questionnaire,Continuous,1,1,1,1,0.12771392,1,1,0.07353388,1,1,No,No,No,Total number of 4th grade of mandatory secondary education groups
200,d10a,School principals questionnaire,Continuous,0.09021047,0.07469461,0.06527171,1,1,0.07902736,1,1,1,1,No,Yes,No,3rd grade ratio
201,d10b,School principals questionnaire,Continuous,0.08923152,0.07421177,1,0.10441767,1,1,0.08633747,1,1,1,No,Yes,No,6th grade ratio
202,d10c,School principals questionnaire,Continuous,1,1,1,1,0.12771392,1,1,0.07353388,1,1,No,Yes,No,4th grade of mandatory secondary ESO Ratio
203,d11an,School principals questionnaire,Continuous,0.15638767,0.14166385,0.06527171,0.10441767,0.12771392,0.07902736,0.12056952,0.07353388,0.14736842,0.08098592,No,No,No,Students born in another country with a language  other than Spanish
204,d11bn,School principals questionnaire,Continuous,0.1743025,0.16078412,0.11930044,0.13438369,0.14814815,0.07902736,0.12056952,0.07353388,0.15295895,0.08098592,No,No,No,Students born in another country with the same language  as Spanish
205,d12an,School principals questionnaire,Continuous,0.10171317,0.08734489,1,1,1,1,1,1,1,1,No,No,No,Teachers of the evaluated grade
206,d12bn,School principals questionnaire,Continuous,0.09676946,0.08164743,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.1559305,0.0991784,No,No,No,Total teachers of the school
207,d13n,School principals questionnaire,Continuous,0.1165443,0.10149196,1,1,1,1,1,1,1,1,No,No,No,"Among the teachers, how many have been in the school five or more years?"
208,d14,School principals questionnaire,Categorical,0.09197259,0.07672251,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.15074289,0.08098592,No,Yes,No,Teachers who change school each year
209,d15,School principals questionnaire,Categorical,0.09755262,0.08439959,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.15074289,0.08098592,No,No,No,Administration attitude to teacher training courses
210,d16an,School principals questionnaire,Continuous,0.11350954,0.0990295,0.06527171,0.10441767,0.12771392,0.09483283,0.11087549,0.07353388,0.16006044,0.08098592,No,No,No,School resources. Available computers
211,d16bn,School principals questionnaire,Continuous,0.10048948,0.08662064,0.06527171,0.10441767,0.12771392,0.09483283,0.11087549,0.07353388,0.16041299,0.08098592,No,No,No,School resources. Computers available to students
212,d16cn,School principals questionnaire,Continuous,0.09549682,0.08082661,0.06527171,0.10441767,0.12771392,0.09483283,0.11087549,0.07353388,0.16121884,0.08098592,No,No,No,School resources. Computers available for teachers
213,d16dn,School principals questionnaire,Continuous,0.09197259,0.07773647,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.16006044,0.08098592,No,No,No,School resources. Computers for the administrative management of the school
214,d16en,School principals questionnaire,Continuous,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.1602619,0.08098592,No,No,No,School resources. Tablets/laptops available to students
215,d16fn,School principals questionnaire,Continuous,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.1591035,0.08098592,No,No,No,School resources. Interactive digital whiteboards or touch screens in classrooms
216,d17a,School principals questionnaire,Categorical,0.09348997,0.07812274,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Factors that limit the effectiveness of my management. Lack of budget and resources
217,d17b,School principals questionnaire,Categorical,0.09951052,0.08507556,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Factors that limit the effectiveness of my management. Lack of attendance of the teachers
218,d17c,School principals questionnaire,Categorical,0.0978463,0.08241997,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Factors that limit the effectiveness of my management. Lack of participation and support of families
219,d17d,School principals questionnaire,Categorical,0.09300049,0.07802617,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Factors that limit the effectiveness of my management. Lack of teacher training plan in my school for teachers
220,d17e,School principals questionnaire,Categorical,0.09632893,0.08077833,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Factors that limit the effectiveness of my management. Lack of opportunities/support for professional development of the management team
221,d17f,School principals questionnaire,Categorical,0.09427313,0.07889527,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15658524,0.08098592,No,No,No,Factors that limit the effectiveness of my management. Lack of agility to cover teacher absences
222,d17g,School principals questionnaire,Categorical,0.09363681,0.0782193,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.1580962,0.08098592,No,No,No,Factors that limit the effectiveness of my management. Lack of coordination between members of the management team
223,d17h,School principals questionnaire,Categorical,0.0927068,0.07812274,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15648451,0.08098592,No,No,No,Factors that limit the effectiveness of my management. Lack of autonomy to make decisions
224,d18a,School principals questionnaire,Categorical,0.09495839,0.07889527,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Lack of good/qualified teachers
225,d18b,School principals questionnaire,Categorical,0.09363681,0.07783304,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Lack of teachers trained to teach students with special educational needs
226,d18c,School principals questionnaire,Categorical,0.09676946,0.08179228,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Lack or inadequate teaching material
227,d18d,School principals questionnaire,Categorical,0.10063632,0.0861378,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Lack or inadequacy of technological devices for teaching
228,d18e,School principals questionnaire,Categorical,0.09285365,0.07691565,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Poor internet connection
229,d18f,School principals questionnaire,Categorical,0.09094469,0.07599826,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Lack or inadequacy of software for teaching
230,d18g,School principals questionnaire,Categorical,0.09133627,0.07614311,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Lack or inadequacy of library materials
231,d18h,School principals questionnaire,Categorical,0.09627998,0.08130945,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Lack of support teachers
232,d18i,School principals questionnaire,Categorical,0.0916789,0.07701222,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Lack of administrative staff
233,d18j,School principals questionnaire,Categorical,0.0968184,0.08179228,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,Yes,No,It is an inconvenience in your school: Lack of adequate infrastructure
234,d18k,School principals questionnaire,Categorical,0.09055311,0.07522573,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15502392,0.0991784,No,Yes,No,It is an inconvenience in your school: Lack of teacher collaboration
235,d18l,School principals questionnaire,Categorical,0.09187469,0.07730192,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15708889,0.0991784,No,Yes,No,It is an inconvenience in your school: Lack of collaboration from families
236,d18m,School principals questionnaire,Categorical,0.09133627,0.07739848,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15502392,0.0991784,No,Yes,No,It is an inconvenience in your school: Administrative bureaucracy
237,d18n,School principals questionnaire,Categorical,1,1,1,1,1,0.08237082,0.11087549,0.08629596,0.15502392,0.0991784,No,Yes,No,It is an inconvenience in your school: Lack of computers in the classroom or for students.
238,d19a,School principals questionnaire,Categorical,0.09016153,0.07503259,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15502392,0.0991784,No,No,No,It is a problem in your school because of the students: Arriving late to the school
239,d19b,School principals questionnaire,Categorical,0.09079785,0.07604655,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15502392,0.0991784,No,No,No,It is a problem in your school because of the students: Absenteeism (unexcused absences)
240,d19c,School principals questionnaire,Categorical,0.09451787,0.07981266,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15502392,0.0991784,No,No,No,It is a problem in your school because of the students: Disruption of order in class
241,d19d,School principals questionnaire,Categorical,0.09520313,0.08164743,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the students: Vandalism and theft
242,d19e,School principals questionnaire,Categorical,0.09838473,0.0814543,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15502392,0.0991784,No,No,No,It is a problem in your school because of the students: Inappropriate or profanity language
243,d19f,School principals questionnaire,Categorical,0.09495839,0.08048863,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15502392,0.0991784,No,No,No,It is a problem in your school because of the students: Intimidation or insults between students or another type of bullying
244,d19g,School principals questionnaire,Categorical,0.08923152,0.07421177,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15502392,0.0991784,No,No,No,It is a problem in your school because of the students: Physical aggressions between students
245,d19h,School principals questionnaire,Categorical,0.08932942,0.07426006,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15502392,0.0991784,No,No,No,It is a problem in your school because of the students: Lack of respect to teachers
246,d19i,School principals questionnaire,Categorical,0.09304944,0.07870214,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the students: Intimidation or insults to the teachers or staff of the school
247,d19j,School principals questionnaire,Categorical,0.09451787,0.07768819,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the teachers: Arriving late to the school
248,d19k,School principals questionnaire,Categorical,0.09672051,0.08000579,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the teachers: absenteeism (unexcused absences)
249,d19l,School principals questionnaire,Categorical,0.10053842,0.08319251,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15915387,0.0991784,No,No,No,It is a problem in your school because of the teachers: Lack of respect towards the students
250,d19m,School principals questionnaire,Categorical,0.09672051,0.08000579,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the teachers: Lack of respect between teachers
251,d19n,School principals questionnaire,Categorical,0.09740578,0.0802955,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the teachers: Discrimination based on sex
252,d19o,School principals questionnaire,Categorical,0.09197259,0.07696393,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the families: Lack of collaboration with the school
253,d19p,School principals questionnaire,Categorical,0.09197259,0.07696393,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the families: Criticism and opposition to the rules of the school
254,d19q,School principals questionnaire,Categorical,0.09241312,0.07739848,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the families: Lack of respect towards the teachers and staff of the school
255,d19r,School principals questionnaire,Categorical,0.09329418,0.07826759,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,No,No,It is a problem in your school because of the families: Lack of respect or discrimination towards other families
256,d20a,School principals questionnaire,Categorical,0.09172785,0.07667423,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Helps to establish good relations between teachers
257,d20b,School principals questionnaire,Categorical,0.08923152,0.07421177,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Take into account the opinions of the teaching staff
258,d20c,School principals questionnaire,Categorical,0.09295154,0.07720535,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Stimulate teachers to develop innovative ideas
259,d20d,School principals questionnaire,Categorical,0.09388155,0.07908841,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Create a strong sense of identity in the community with the objectives of the school
260,d20e,School principals questionnaire,Categorical,0.09559471,0.07981266,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Promote teamwork among teachers
261,d20f,School principals questionnaire,Categorical,0.09094469,0.07546714,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15603123,0.0991784,No,No,No,To what extent does the management of the school: Promotes the maximum use of capacities and teacher knowledge
262,d20g,School principals questionnaire,Categorical,0.09143417,0.07566028,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Generates procedures for teacher training courses
263,d20h,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Uses student educational outcomes/achievement to set school goals
264,d20i,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Checks that the work of teachers is in accordance with the objectives of the school
265,d20j,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Encourage that teaching practice is based on recent research developments
266,d20k,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15668597,0.0991784,No,No,No,To what extent does the management of the school: Follow up on disruptive problems in the classrooms
267,d20l,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,To what extent does the management of the school: Discuss the educational objectives of the school with teachers
268,d21a,School principals questionnaire,Categorical,0.08923152,0.07421177,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.1580962,0.0991784,No,No,No,Satisfaction level: With teachers
269,d21b,School principals questionnaire,Categorical,0.08967205,0.07541886,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.1580962,0.0991784,No,No,No,Satisfaction level: With students
270,d21c,School principals questionnaire,Categorical,0.09099364,0.07556371,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15547721,0.0991784,No,No,No,Satisfaction level: With families
271,d21d,School principals questionnaire,Categorical,0.09348997,0.07870214,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15547721,0.0991784,No,No,No,Satisfaction level: With CEP associates
272,d21e,School principals questionnaire,Categorical,0.090651,0.07537058,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.1579451,0.0991784,No,No,No,Satisfaction level: With guidance teams (EOEP)
273,d21f,School principals questionnaire,Categorical,0.09016153,0.07498431,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15547721,0.0991784,No,No,No,Satisfaction level: With educational inspection
274,d22a,School principals questionnaire,Categorical,0.09123837,0.07575684,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Degree of agreement: The staff of the school share a common methodological line
275,d22b,School principals questionnaire,Categorical,0.08932942,0.07426006,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Degree of agreement: There is a high level of cooperation between the school and the local community
276,d22c,School principals questionnaire,Categorical,0.08923152,0.07421177,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Degree of agreement: School staff speak openly about difficulties in carrying out their teaching work
277,d22d,School principals questionnaire,Categorical,0.08923152,0.07421177,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Degree of agreement: There is mutual respect for the ideas of colleagues
278,d22e,School principals questionnaire,Categorical,0.09397944,0.07812274,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Degree of agreement: There is a culture of sharing successes and failures
279,d22f,School principals questionnaire,Categorical,0.09397944,0.07875042,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.07353388,0.15497356,0.08098592,No,No,No,Degree of agreement: Relations between teachers and students are good
280,d30a,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,1,1,1,1,1,No,Yes,No,Student grouping criteria: By alphabetical order of last names or other random criteria
281,d30b,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,1,1,1,1,1,No,Yes,No,Student grouping criteria:Balance between girls and boys
282,d30c,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,1,1,1,1,1,No,Yes,No,Student grouping criteria: Linguistic reasons
283,d30d,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,1,1,1,1,1,No,Yes,No,Student grouping criteria: According to academic performance
284,d30e,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,1,1,1,1,1,No,Yes,No,Student grouping criteria: Looking for homogeneity according to the characteristics of the students
285,d30f,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,1,1,1,1,1,No,Yes,No,Student grouping criteria: Seeking heterogeneity among students
286,d31a,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,Yes,No,Degree of agreement: I am satisfied with the academic results of the students
287,d31b,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,Yes,No,Degree of agreement: The students have obtained the results expected of them
288,d31c,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15653488,0.0991784,No,Yes,No,Degree of agreement: I believe that students can improve the academic results obtained
289,d32a,School principals questionnaire,Categorical,1,1,0.06527171,0.10441767,0.12771392,0.08237082,0.11087549,0.08629596,0.15406699,0.0991784,No,No,No,Your school has a school teacher training plan
290,d33a,School principals questionnaire,Categorical,1,1,0.1361649,0.2171764,0.24074074,0.08237082,0.11087549,0.08629596,0.15522538,0.0991784,No,No,No,Main theme of the school teacher training plan
291,d121a,School principals questionnaire,Continuous,1,1,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.14510199,0.0991784,No,No,No,Number of teachers in primary education
292,d121b,School principals questionnaire,Continuous,1,1,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.15588013,0.08098592,No,No,No,Number of mandatory secondary education teachers
293,d131a,School principals questionnaire,Continuous,1,1,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.14832536,0.0991784,No,No,No,Number of teachers in primary education with 5 or more academic years
294,d131b,School principals questionnaire,Continuous,1,1,0.06527171,0.10441767,0.12771392,0.07902736,0.10693729,0.07353388,0.1579451,0.08098592,No,No,No,Number of mandatory secondary education teachers with 5 or more academic years
295,d301,School principals questionnaire,Categorical,1,1,1,1,1,0.87933131,0.88912451,0.9933151,0.89639889,1,No,Yes,No,Student grouping criteria: In alphabetical order of surnames
296,d302,School principals questionnaire,Categorical,1,1,1,1,1,0.85987842,0.90820963,0.95533273,0.93180559,0.94865023,No,Yes,No,Student grouping criteria: Randomly
297,d303,School principals questionnaire,Categorical,1,1,1,1,1,0.26352584,0.29263859,0.37982376,0.42503148,0.38321596,No,Yes,No,Student grouping criteria: Balance between girls and boys
298,d304,School principals questionnaire,Categorical,1,1,1,1,1,0.87841945,0.86731294,1,0.88018131,0.89583333,No,Yes,No,Student grouping criteria: According to academic performance
299,d305,School principals questionnaire,Categorical,1,1,1,1,1,0.94772036,0.85731596,0.91066545,0.86602871,0.79694836,No,Yes,No,Student grouping criteria: Looking for homogeneity according to student characteristics
300,d306,School principals questionnaire,Categorical,1,1,1,1,1,0.43617021,0.34959103,0.2038894,0.4397381,0.26731221,No,Yes,No,Student grouping criteria: Seeking heterogeneity among students
301,d307,School principals questionnaire,Categorical,1,1,1,1,1,0.843769,0.85549833,0.25554543,0.85031478,0.26555164,No,Yes,No,Student grouping criteria: By student's choice of subjects
302,d308,School principals questionnaire,Categorical,1,1,1,1,1,0.67537994,0.60557407,0.91583105,0.66572652,0.82717136,No,Yes,No,Student grouping criteria: Other criteria
